MSR/ALIGNNMENT,CUSTOMER,PRODUCT
KE-G.MED-1-3,DOVEY PHARMACEUTICALS LIMITED,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-3,DOVEY PHARMACEUTICALS LIMITED,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-3,DOVEY PHARMACEUTICALS LIMITED,TRITACE 5MG 28 TABS
KE-G.MED-1-3,DOVEY PHARMACEUTICALS LIMITED,TRITAZIDE 5-25MG TAB BL2X14 S3 M36 XE
KE-G.MED-1-1,DR NELSON MURAYA WACHIRA,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,DR S.N WARUI,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,DR. JELLAN,TRITACE 5MG 28 TABS
KE-G.MED-1-3,DR. R.C. PATEL,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-1,DR. WACHIRA HEALTH SERVICES LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,EAST AFRRICAN PORTLAND CEMENT,TRITACE 5MG 28 TABS
KE-G.MED-1-2,EAST END CHEMISTS LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,EAST END CHEMISTS LTD,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-1,EASTLEIGH PHARMACEUTICALS LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,EASTLEIGH PHARMACEUTICALS LTD,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,EASTLEIGH PHARMACEUTICALS LTD,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,EASTLEIGH PHARMACEUTICALS LTD,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-1,EASTLEIGH PHARMACEUTICALS LTD,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-1,EASTLEIGH PHARMACEUTICALS LTD,TRITACE 5MG 28 TABS
KE-G.MED-1-4,EASTON PHARMACEUTICALS LTD    ,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-4,EASTON PHARMACEUTICALS LTD    ,TRITACE 5MG 28 TABS
KE-G.MED-1-4,EASTON PHARMACEUTICALS LTD    ,TRITAZIDE 5-25MG TAB BL2X14 S3 M36 XE
KE-G.MED-1-4,EASTON PHARMACEUTICALS LTD TWN,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-4,EASTON PHARMACEUTICALS LTD TWN,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-4,EASTON PHARMACEUTICALS LTD TWN,TRITACE 5MG 28 TABS
KE-G.MED-1-4,EASTON PHARMACEUTICALS LTD TWN,TRITAZIDE 5-25MG TAB BL2X14 S3 M36 XE
KE-G.MED-1-1,ELDOHOSP PHARMACEUTICALS LTD,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-1,ELDOHOSP PHARMACEUTICALS LTD,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-1,ELDOHOSP PHARMACEUTICALS LTD,TRITACE 5MG 28 TABS
KE-G.MED-1-1,ELDOHOSP PHARMACEUTICALS LTD - Nairobi,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,ELDOHOSP PHARMACEUTICALS LTD - Nairobi,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,ELDOHOSP PHARMACEUTICALS LTD - Nairobi,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,ELDOHOSP PHARMACEUTICALS LTD - Nairobi,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-1,ELDOHOSP PHARMACEUTICALS LTD - Nairobi,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-1,ELDOHOSP PHARMACEUTICALS LTD - Nairobi,TRITACE 5MG 28 TABS
KE-G.MED-1-3,ELIM CENTRAL PHARMACY,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,ELIM CENTRAL PHARMACY,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,ELIM CENTRAL PHARMACY,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,ELIM CENTRAL PHARMACY,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-3,ELIM CENTRAL PHARMACY,TRITACE 5MG 28 TABS
KE-G.MED-1-1,ELMART PHARMA LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,ELMART PHARMA LTD,TRITACE 5MG 28 TABS
KE-G.MED-1-1,ELMART PHARMA LTD             ,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,ELMART PHARMA LTD             ,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,ELMART PHARMA LTD             ,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-2,EMBU CHILDREN HOSPITAL,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,EVANS SUNRISE MEDICAL CENTRE,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,EVANS SUNRISE MEDICAL CENTRE,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,FLAME TREE PHARMACY,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-2,FORCES MEMORIAL HOSPITAL,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,FORCES MEMORIAL HOSPITAL,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,FORCES MEMORIAL HOSPITAL,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,FREB PHARMACEUTICALS LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,FREB PHARMACEUTICALS LTD,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,FREB PHARMACEUTICALS LTD,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,FREB PHARMACEUTICALS LTD,TRITACE 5MG 28 TABS
KE-G.MED-1-1,FURAHA (K) LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-5,Garden Specialist Hospital,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-5,Garden Specialist Hospital,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-5,Garden Specialist Hospital,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,GATHIMAINI PHARMACY,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,GATHIMAINI PHARMACY,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,GATHIMAINI PHARMACY,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,GATHIMAINI PHARMACY,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-1,GATHIMAINI PHARMACY,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-3,GENERIC AFRICA LTD,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,GENERIC AFRICA LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,GENERIC AFRICA LTD,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,GENERIC AFRICA LTD,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,GENERIC AFRICA LTD,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-3,GENERIC AFRICA LTD,TRITACE 5MG 28 TABS
KE-G.MED-1-2,GERMAN MEDICAL CENTER,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,GERTRUDE'S CHILDREN HOSPITAL,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,GERTRUDE'S CHILDREN HOSPITAL,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,GERTRUDE'S CHILDREN HOSPITAL,TRITACE 5MG 28 TABS
KE-G.MED-1-3,GERTRUDES G.CHILDREN MUTHAIGA,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,GERTRUDES G.CHILDREN MUTHAIGA,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,GOODLIFE PHARMACY LIMITED,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,GOODLIFE PHARMACY LIMITED,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,GOODLIFE PHARMACY LIMITED,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,GOODLIFE PHARMACY LIMITED,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,GOODLIFE PHARMACY LIMITED,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-3,GOODLIFE PHARMACY LIMITED,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-3,GOODLIFE PHARMACY LIMITED,TRITACE 5MG 28 TABS
KE-G.MED-1-3,GOODLIFE PHARMACY LIMITED,TRITAZIDE 5-12.5MG TAB BL2X14 S3 M36 XD
KE-G.MED-1-3,GOODLIFE PHARMACY LIMITED,TRITAZIDE 5-25MG TAB BL2X14 S3 M36 XE
KE-G.MED-1-3,GREAT KNEWS PHARMACY CARE - NAKURU,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,GURU NANAK RAMGARHIA SIKH HOSPITAL,TRITACE 5MG 28 TABS
KE-G.MED-1-5,HARIPHARM PHARMACEUTICALS LTD ,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-5,HARIPHARM PHARMACEUTICALS LTD ,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-5,HARIPHARM PHARMACEUTICALS LTD ,TRITACE 5MG 28 TABS
KE-G.MED-1-5,HARIPHARM PHARMACY LTD,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-5,HARIPHARM PHARMACY LTD,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-5,HARIPHARM PHARMACY LTD,TRITACE 5MG 28 TABS
KE-G.MED-1-2,HARTLANE PHARMACEUTICALS LTD,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,HARTLANE PHARMACEUTICALS LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,HARTLANE PHARMACEUTICALS LTD,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,HARTLANE PHARMACEUTICALS LTD,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,HARTLANE PHARMACEUTICALS LTD,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-2,HARTLANE PHARMACEUTICALS LTD,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-2,HARTLANE PHARMACEUTICALS LTD,TRITACE 5MG 28 TABS
KE-G.MED-1-4,HAVEN HEALTHCARE LIMITED,TRITACE 5MG 28 TABS
KE-G.MED-1-3,HEALTH AID CHEMIST,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-4,HEALTH SOURCE MEDICAL CENTER,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-1,HIGHRIDGE PHARMACY LTD,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,HIGHRIDGE PHARMACY LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,HIGHRIDGE PHARMACY LTD,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,HIGHRIDGE PHARMACY LTD,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,HIGHRIDGE PHARMACY LTD,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-1,HIGHRIDGE PHARMACY LTD,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-1,HIGHRIDGE PHARMACY LTD,TRITACE 5MG 28 TABS
KE-G.MED-1-1,HIKMAS PHARMA LTD,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-1,HIKMAS PHARMA LTD,TRITACE 5MG 28 TABS
KE-G.MED-1-2,IMARA MEDICAL CENTRE,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-4,INKAMED PHARMACEUTICALS,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-4,INKAMED PHARMACEUTICALS,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-4,INKAMED PHARMACEUTICALS - TWN,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-4,INKAMED PHARMACEUTICALS - TWN,TRITAZIDE 5-25MG TAB BL2X14 S3 M36 XE
KE-G.MED-1-2,JABEZ PHARMACY,TRITACE 5MG 28 TABS
KE-G.MED-1-3,JALARAM MEDICAL CENTER,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-3,JALARAM MEDICAL CENTER,TRITACE 5MG 28 TABS
KE-G.MED-1-2,JAMII HOSPITAL                ,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,JOKAM PHARMACY,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,JOYKIM NURSING HOME,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,K.I.R.E.C LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,K.I.R.E.C LTD,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,K.I.R.E.C LTD,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,K.I.R.E.C LTD,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-4,KAKA MEDICAL CLINIC,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,KAM PHARMACY LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,KAM PHARMACY LTD,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,KAM PHARMACY LTD,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,KAM PHARMACY LTD,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-3,KAM PHARMACY LTD,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-3,KAM PHARMACY LTD,TRITACE 5MG 28 TABS
KE-G.MED-1-2,KAREN CHEMIST,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-2,KAREN CHEMIST,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-2,KARURI STORES PHARMACEUTICALS,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-2,KARURI STORES PHARMACEUTICALS,TRITACE 5MG 28 TABS
KE-G.MED-1-1,KENYA AIR FORCE,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,KENYA AIR FORCE,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,KENYA AIR FORCE,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-4,KENYA AIRWAYS LIMITED,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-1,KENYA ARMY HEADQUARTERS,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,KENYA ARMY HEADQUARTERS,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,KENYA ARMY HEADQUARTERS,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,KENYA ARMY HEADQUARTERS,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,KENYATTA NATIONAL HOSPITAL,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,KENYATTA NATIONAL HOSPITAL,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,KERU HEALTHCARE,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,KERU HEALTHCARE,TRITACE 5MG 28 TABS
KE-G.MED-1-1,KERUGOYA PRIME,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,KIREC PHARMACEUTICALS LTD,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,KIREC PHARMACEUTICALS LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,KIREC PHARMACEUTICALS LTD,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,KIREC PHARMACEUTICALS LTD,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,KIREC PHARMACEUTICALS LTD,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-2,KIREC PHARMACEUTICALS LTD,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-2,KIREC PHARMACEUTICALS LTD,TRITACE 5MG 28 TABS
KE-G.MED-1-4,KOMAROCK MODERN PATIENT CARE CENTRE,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-4,KRISHNA CHEMIST LTD,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-4,KRISHNA CHEMIST LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-4,KRISHNA CHEMIST LTD,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-4,KRISHNA CHEMIST LTD,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-4,KRISHNA CHEMIST LTD,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-4,KRISHNA CHEMIST LTD,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-4,KRISHNA CHEMIST LTD,TRITACE 5MG 28 TABS
KE-G.MED-1-4,KRISHNA CHEMIST LTD,TRITAZIDE 5-12.5MG TAB BL2X14 S3 M36 XD
KE-G.MED-1-4,KRISHNA CHEMIST LTD,TRITAZIDE 5-25MG TAB BL2X14 S3 M36 XE
KE-G.MED-1-1,LADNAN HOSPITAL,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,LADNAN HOSPITAL,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,LADNAN HOSPITAL,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,LADNAN HOSPITAL,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,LADNAN HOSPITAL,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-1,LEBILLE PHARMACEUTICALS,TRITACE 5MG 28 TABS
KE-G.MED-1-5,LELESHWA PHARMACY,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,LEMARK PHARMACEUTICALS LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,LENANA PHARMACEUTICAL LTD,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,LENANA PHARMACEUTICAL LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,LENANA PHARMACEUTICAL LTD,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,LENANA PHARMACEUTICAL LTD,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-2,LENANA PHARMACEUTICAL LTD,TRITACE 5MG 28 TABS
KE-G.MED-1-5,LIFEMED PHARMACY LTD,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-5,LIFEMED PHARMACY LTD,TRITACE 5MG 28 TABS
KE-G.MED-1-3,M.P SHAH HOSPITAL,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,M.P SHAH HOSPITAL,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,M.P SHAH HOSPITAL,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,M.P SHAH HOSPITAL,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,M.P SHAH HOSPITAL,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-3,M.P SHAH HOSPITAL,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-3,M.P SHAH HOSPITAL,TRITACE 5MG 28 TABS
KE-G.MED-1-3,MALIBU PHARMACY,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,MALIBU PHARMACY,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-3,MALIBU PHARMACY,TRITACE 5MG 28 TABS
KE-G.MED-1-4,MARIAKANI COTTAGE HOSPITAL    ,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-4,MARIAKANI COTTAGE HOSPITAL    ,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-5,MARIE STOPES KENYA,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-4,MATER MISEROCORDIAE HOSPITAL,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-4,MATER MISEROCORDIAE HOSPITAL,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-4,MATER MISEROCORDIAE HOSPITAL,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-4,MATER MISEROCORDIAE HOSPITAL,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-4,MATER MISEROCORDIAE HOSPITAL,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-4,MATER MISEROCORDIAE HOSPITAL,TRITACE 5MG 28 TABS
KE-G.MED-1-4,MATER MISEROCORDIAE HOSPITAL,TRITAZIDE 5-12.5MG TAB BL2X14 S3 M36 XD
KE-G.MED-1-1,MEDIMART HEALTHCARE LTD - THIKA ROAD,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-1,MEDIMART HEALTHCARE LTD - THIKA ROAD,TRITACE 5MG 28 TABS
KE-G.MED-1-1,MEDINA PHARMACY LIMITED,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,MEDINA PHARMACY LIMITED,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,MEDINA PHARMACY LIMITED,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,MEDINA PHARMACY LIMITED,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-1,MEDINA PHARMACY LIMITED,TRITACE 5MG 28 TABS
KE-G.MED-1-2,MEDIPOINT PHARMACEUTICALS LTD,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,MEDIPOINT PHARMACEUTICALS LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,MEDIPOINT PHARMACEUTICALS LTD,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,MEDIPOINT PHARMACEUTICALS LTD,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,MEDS PHARMACEUTICALS LTD,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,MEDS PHARMACEUTICALS LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-4,MEGALIFE LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-4,MEGALIFE LTD,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-4,MEGALIFE LTD,TRITACE 5MG 28 TABS
KE-G.MED-1-5,MELCHIZEDEK HOSPITAL,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-5,MELCHIZEDEK HOSPITAL,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-5,MENELIK MEDICAL CENTRE,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-5,MENELIK MEDICAL CENTRE,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,MERCURY PHARMACEUTICALS,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-2,MERIDIAN EQUATOR HOSPITAL - 1,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,MERIDIAN EQUATOR HOSPITAL - 1,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,MERIDIAN EQUATOR HOSPITAL - 1,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-2,MERIDIAN EQUATOR HOSPITAL - 1,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,METROPOLITAN CHEMISTS LTD,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,METROPOLITAN CHEMISTS LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,METROPOLITAN CHEMISTS LTD,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,METROPOLITAN CHEMISTS LTD,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-G.MED-1-3,METROPOLITAN CHEMISTS LTD,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-4,METROPOLITAN HOSPITAL LTD,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-4,METROPOLITAN HOSPITAL LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-4,METROPOLITAN HOSPITAL LTD,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-4,METROPOLITAN HOSPITAL LTD,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-4,METROPOLITAN HOSPITAL LTD,TRITACE 5MG 28 TABS
KE-G.MED-1-3,MODANA PHARMACEUTICAL,TRITACE 5MG 28 TABS
KE-G.MED-1-3,MPESA CASH ACCOUNT NAKURU,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1-1,MUIGANANIA PHARMACY,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
