MSR,Customer Name,Products
GEM-NP,BIBO PHARMACEUTICALS LTD,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,BIBO PHARMACEUTICALS LTD,Maalox 460mg/susp SC20 S3 M36 XE
KE-CHC-3,BIBO PHARMACEUTICALS LTD,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
KE-CHC-7,BIBO PHARMACEUTICALS LTD,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-7,BIBO PHARMACEUTICALS LTD,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-3,BIBO PHARMACEUTICALS LTD,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,BIBO PHARMACEUTICALS LTD,STILNOX 10MG TABCO BL1X14 S3 M48 XD
CHC_OTC_Others,BIGSTAR PHARMACY,BUSCOPAN TABLETS BP 10mg * 50's
CHC_OTC_Others,BIGSTAR PHARMACY,DULCOLAX TABLETS 5mg * 30's SugarC
KE-G.MED-4-2,BIGSTAR PHARMACY,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,BIGSTAR PHARMACY,FLAGYL SUSPENSION 100ML
CHC_OTC_Others,BIGSTAR PHARMACY,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
CHC_RX_Others,BIGSTAR PHARMACY,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-G.MED-3-5,BILOVA CHEMIST,EPILIM 12G/300ML SYR BTX1
CHC-NP,BILOVA CHEMIST,ERCEFURYL 3.6G/90ML SOL BTX1 S2 EX
KE-G.MED-4_Others,BILOVA CHEMIST,FLAGYL 400MG 100 TABS
KE-G.MED-3_Others,BILOVA CHEMIST,ORELOX 100MG TABCO BL1X10
KE-G.MED-1-4,BILOVA CHEMIST,"TRITACE 2,5MG  28 TABS"
KE-DCV_Others,BILOVA CHEMISTS LTD,AMARYL 1MG 30 TABS
KE-DCV_Others,BILOVA CHEMISTS LTD,AMARYL 2MG 30 TABS
KE-DCV-2,BILOVA CHEMISTS LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-G.MED-3-5,BILOVA CHEMISTS LTD,APROVASC 150/5
KE-G.MED-3_Others,BILOVA CHEMISTS LTD,APROVASC 300/10
KE-DCV_Others,BILOVA CHEMISTS LTD,APROVEL 300MG TABCO BL2X14 RM M36 XE
CHC-NP,BILOVA CHEMISTS LTD,BISOLVON LINCTUS 200ML 
CHC-NP,BILOVA CHEMISTS LTD,BRONCHICUM 6.64G/+ ELIX BTX1 XE
KE-CHC-7,BILOVA CHEMISTS LTD,BUSCOPAN PLUS TABLETS * 50's
KE-CHC-6,BILOVA CHEMISTS LTD,BUSCOPAN TABLETS BP 10mg * 50's
KE-DCV-2,BILOVA CHEMISTS LTD,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-2,BILOVA CHEMISTS LTD,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-CHC-6,BILOVA CHEMISTS LTD,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-3,BILOVA CHEMISTS LTD,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-3-5,BILOVA CHEMISTS LTD,EPILIM 12G/300ML SYR BTX1
KE-G.MED-3-5,BILOVA CHEMISTS LTD,EPILIM CHRONO 333-145MG T
KE-G.MED-3_Others,BILOVA CHEMISTS LTD,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
CHC-NP,BILOVA CHEMISTS LTD,ERCEFURYL 200MG CAP BL2X14
KE-G.MED-4-2,BILOVA CHEMISTS LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,BILOVA CHEMISTS LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,BILOVA CHEMISTS LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,BILOVA CHEMISTS LTD,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-DCV_Others,BILOVA CHEMISTS LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
GEM-NP,BILOVA CHEMISTS LTD,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,BILOVA CHEMISTS LTD,Maalox 460mg/susp SC20 S3 M36 XE
CHC-NP,BILOVA CHEMISTS LTD,MAALOX PLUS TABS EXPORT 10
KE-CHC-3,BILOVA CHEMISTS LTD,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,BILOVA CHEMISTS LTD,NOSPA 40MG TAB BL10X10 S3
CHC-NP,BILOVA CHEMISTS LTD,NOSPA 40MG TAB BL2X10 XE
CHC-NP,BILOVA CHEMISTS LTD,NOSPA 80MG TAB BL2X10 S3
KE-G.MED-3_Others,BILOVA CHEMISTS LTD,ORELOX 100MG TABCO BL1X10
KE-G.MED-3-5,BILOVA CHEMISTS LTD,ORELOX 200MG 10CP
KE-G.MED-3-5,BILOVA CHEMISTS LTD,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
KE-G.MED-3-5,BILOVA CHEMISTS LTD,ORELOX 800MG/+ GRAN BTX1
CHC_OTC_Others,BILOVA CHEMISTS LTD,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-6,BILOVA CHEMISTS LTD,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-3,BILOVA CHEMISTS LTD,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,BILOVA CHEMISTS LTD,STILNOX 10MG TABCO BL1X14 S3 M48 XD
KE-G.MED-1-4,BILOVA CHEMISTS LTD,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-4,BILOVA CHEMISTS LTD,TRITACE 5MG 28 TABS
KE-G.MED-1-4,BILOVA CHEMISTS LTD,TRITAZIDE 5-12.5MG TAB BL2X14 S3 M36 XD
KE-DCV-4,BLISS GVS HEALTHCARE LTD/ ASTERIXS,AMARYL 1MG 30 TABS
KE-G.MED-3-3,BLISS GVS HEALTHCARE LTD/ ASTERIXS,APROVASC 150/5
KE-G.MED-3-3,BLISS GVS HEALTHCARE LTD/ ASTERIXS,APROVASC 300/10
KE-G.MED-3-3,BLISS GVS HEALTHCARE LTD/ ASTERIXS,EPILIM 12G/300ML SYR BTX1
KE-G.MED-3-3,BLISS GVS HEALTHCARE LTD/ ASTERIXS,EPILIM 200MG TAB BL10X10
KE-G.MED-3-3,BLISS GVS HEALTHCARE LTD/ ASTERIXS,EPILIM CHRONO 333-145MG T
KE-G.MED-3-3,BLISS GVS HEALTHCARE LTD/ ASTERIXS,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
KE-DCV-4,BLISS GVS HEALTHCARE LTD/ ASTERIXS,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-4,BLISS GVS HEALTHCARE LTD/ ASTERIXS,LANTUS VIAL 10MG 1
KE-G.MED-2-1,BLISS GVS HEALTHCARE LTD/ ASTERIXS,XATRAL 10MG TABCR BL3X10 S3 M36 XD
KE-G.MED-2-1,BLISS GVS HEALTHCARE LTD/ ASTERIXS,XATRAL 5MG TAB BL4X14 S3 M36 XD
KE-DCV_Others,BLISSPHARM CHEMIST,AMARYL 1MG 30 TABS
CHC_OTC_Others,BLISSPHARM CHEMIST,BUSCOPAN TABLETS BP 10mg * 50's
KE-DCV_Others,BLISSPHARM CHEMIST,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
CHC_OTC_Others,BLISSPHARM CHEMIST,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-3,BLISSPHARM CHEMIST,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-REG-1,BLISSPHARM CHEMIST,EPILIM 12G/300ML SYR BTX1
KE-REG-1,BLISSPHARM CHEMIST,EPILIM CHRONO 333-145MG T
KE-G.MED-4_Others,BLISSPHARM CHEMIST,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4_Others,BLISSPHARM CHEMIST,FLAGYL 400MG 100 TABS
KE-G.MED-4_Others,BLISSPHARM CHEMIST,FLAGYL SUSPENSION 100ML
KE-REG-1,BLISSPHARM CHEMIST,LANTUS SOLOSTAR 100IU/ML 3ML 5
GEM-NP,BLISSPHARM CHEMIST,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,BLISSPHARM CHEMIST,Maalox 460mg/susp SC20 S3 M36 XE
KE-REG-1,BLISSPHARM CHEMIST,ORELOX 800MG/+ GRAN BTX1
CHC_OTC_Others,BLISSPHARM CHEMIST,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-3,BLISSPHARM CHEMIST,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-G.MED-2,BLISSPHARM CHEMIST,XATRAL 5MG TAB BL4X14 S3 M36 XD
CHC_OTC_Others,BLUE OAK PHARMACY-CASH,BUSCOPAN TABLETS BP 10mg * 50's
CHC_RX_Others,BLUE OAK PHARMACY-CASH,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-REG-3,BLUE OAK PHARMACY-CASH,EPILIM 200MG TAB BL10X10
KE-REG-3,BLUE OAK PHARMACY-CASH,EPILIM CHRONO 333-145MG T
KE-REG-3,BLUE OAK PHARMACY-CASH,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
KE-G.MED-4_Others,BLUE OAK PHARMACY-CASH,FLAGYL 400MG 100 TABS
KE-DCV_Others,BLUE OAK PHARMACY-CASH,LANTUS SOLOSTAR 100IU/ML 3ML 5
GEM-NP,BLUE OAK PHARMACY-CASH,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,BLUE OAK PHARMACY-CASH,Maalox 460mg/susp SC20 S3 M36 XE
CHC-NP,BLUE OAK PHARMACY-CASH,MAALOX SUSPENSION 350ML (EXPORT)
KE-REG-3,BLUE OAK PHARMACY-CASH,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
KE-REG-3,BLUE OAK PHARMACY-CASH,ORELOX 800MG/+ GRAN BTX1
CHC_OTC_Others,BLUE OAK PHARMACY-CASH,RHINATHIOL 6.25G/+ SYR BT
CHC_RX_Others,BLUE OAK PHARMACY-CASH,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-G.MED-3_Others,BOMA MEDICARE LTD,EPILIM CHRONO 333-145MG T
KE-G.MED-2-1,BOMA MEDICARE LTD,XATRAL 5MG TAB BL4X14 S3 M36 XD
KE-G.MED-3_Others,BOMENI CHEMIST LTD,APROVASC 300/10
CHC_OTC_Others,BOMENI CHEMIST LTD,BUSCOPAN TABLETS BP 10mg * 50's
KE-DCV_Others,BOMENI CHEMIST LTD,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
GEM-NP,BOMENI CHEMIST LTD,CORDARONE 200MG TAB BL3X10 S3 M36 XD
KE-REG-2,BOMENI CHEMIST LTD,EPILIM 12G/300ML SYR BTX1
KE-REG-2,BOMENI CHEMIST LTD,EPILIM 200MG TAB BL10X10
KE-REG-2,BOMENI CHEMIST LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
GEM-NP,BOMENI CHEMIST LTD,LASIX 40MG TAB BL2X10 SWI M60 XE
KE-CHC-1,BOMENI CHEMIST LTD,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
KE-REG-2,BOMENI CHEMIST LTD,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
KE-REG-2,BOMENI CHEMIST LTD,ORELOX 800MG/+ GRAN BTX1
GEM-NP,BOMENI CHEMIST LTD,RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE
GEM-NP,BOMENI CHEMIST LTD,STILNOX 10MG TABCO BL1X14 S3 M48 XD
CHC-NP,BOMU HOSPITAL,BIOFERON 8G/200ML+ SYR BTX1 M30 EX
KE-CHC-1,BOMU HOSPITAL,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,BOMU HOSPITAL,NOSPA 40MG/2ML INJ AM25 XD
CHC_OTC_Others,BOMU HOSPITAL,RHINATHIOL 6.25G/+ SYR BT
KE-DCV_Others,BONDENI CHEMIST - MOMBASA,AMARYL 2MG 30 TABS
KE-DCV_Others,BONDENI CHEMIST - MOMBASA,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-REG-2,BONDENI CHEMIST - MOMBASA,EPILIM 200MG TAB BL10X10
CHC-NP,BONDENI CHEMIST - MOMBASA,ERCEFURYL 200MG CAP BL2X14
KE-G.MED-4_Others,BONDENI CHEMIST - MOMBASA,FLAGYL 400MG 100 TABS
KE-G.MED-4_Others,BONDENI CHEMIST - MOMBASA,FLAGYL SUSPENSION 100ML
KE-CHC-1,BONDENI CHEMIST - MOMBASA,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,BONDENI CHEMIST - MOMBASA,NOSPA 40MG TAB BL10X10 S3
KE-REG-2,BONDENI CHEMIST - MOMBASA,ORELOX 200MG 10CP
KE-REG-2,BONDENI CHEMIST - MOMBASA,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
KE-REG-2,BONDENI CHEMIST - MOMBASA,ORELOX 800MG/+ GRAN BTX1
KE-G.MED-1_Others,BONDENI CHEMIST - MOMBASA,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-DCV_Others,BRAMALL PHARMACY,AMARYL 2MG 30 TABS
KE-DCV_Others,BRAMALL PHARMACY,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-G.MED-4_Others,BRAMALL PHARMACY,FLAGENTYL 500MG TABCO BL1X4 S3 XE
GEM-NP,BRAMALL PHARMACY,LASIX 40MG TAB BL2X10 SWI M60 XE
KE-CHC-7,BRAMALL PHARMACY,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-3,BRAMALL PHARMACY,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
CHC_OTC_Others,BREEZEPHARM CHEMIST,BUSCOPAN TABLETS BP 10mg * 50's
CHC_RX_Others,BREEZEPHARM CHEMIST,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-4_Others,BREEZEPHARM CHEMIST,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4_Others,BREEZEPHARM CHEMIST,FLAGYL SUSPENSION 100ML
KE-G.MED-4_Others,BREEZEPHARM CHEMIST,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-3_Others,BREEZEPHARM CHEMIST,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
CHC_RX_Others,BREEZEPHARM CHEMIST,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-DCV_Others,BROCHE PHARMACY,APIDRA SOLOSTAR 300IU INJ/5
KE-G.MED-1_Others,BROSCH PHARMACY,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-G.MED-1_Others,BROSCH PHARMACY,TRITAZIDE 5-12.5MG TAB BL2X14 S3 M36 XD
CHC_RX_Others,BUDGET PHARMACEUTICAL LTD     ,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-REG-1,BUNGOMA CHEMIST LIMITED,EPILIM 200MG TAB BL10X10
KE-DCV_Others,BUNGOMA CHEMIST LIMITED,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV_Others,BUNGOMA WEST CHEMIST LTD.,AMARYL 4MG 30 TABS
KE-REG-1,BUNGOMA WEST CHEMIST LTD.,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-CHC-3,BUNGOMA WEST CHEMIST LTD.,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-REG-1,BUNGOMA WEST CHEMIST LTD.,EPILIM 12G/300ML SYR BTX1
KE-REG-1,BUNGOMA WEST CHEMIST LTD.,EPILIM 200MG TAB BL10X10
KE-REG-1,BUNGOMA WEST CHEMIST LTD.,EPILIM CHRONO 333-145MG T
GEM-NP,BUNGOMA WEST CHEMIST LTD.,LASIX 40MG TAB BL2X10 SWI M60 XE
KE-CHC-3,BUNGOMA WEST CHEMIST LTD.,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
KE-CHC-7,BUNGOMA WEST CHEMIST LTD.,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-3,BUNGOMA WEST CHEMIST LTD.,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-DCV_Others,BUNGOMA WEST MEDICAL SERVICES,AMARYL 2MG 30 TABS
KE-DCV_Others,BUNGOMA WEST MEDICAL SERVICES,AMARYL MIR 2-500MG TABCO BL3X10 XE
CHC_OTC_Others,BUNGOMA WEST MEDICAL SERVICES,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-3,BUNGOMA WEST MEDICAL SERVICES,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-3_Others,BUNGOMA WEST MEDICAL SERVICES,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
KE-G.MED-4_Others,BUNGOMA WEST MEDICAL SERVICES,FLAGYL SUSPENSION 100ML
KE-DCV_Others,BUNGOMA WEST MEDICAL SERVICES,LANTUS SOLOSTAR 100IU/ML 3ML 5
CHC_OTC_Others,BUNGOMA WEST MEDICAL SERVICES,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-DCV_Others,BURHANI PHARMACY - MOMBASA,AMARYL 1MG 30 TABS
KE-G.MED-3_Others,BURHANI PHARMACY - MOMBASA,APROVASC 150/5
KE-DCV_Others,BURHANI PHARMACY - MOMBASA,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-DCV_Others,BURHANI PHARMACY - MOMBASA,APROVEL 300MG TABCO BL2X14 RM M36 XE
CHC-NP,BURHANI PHARMACY - MOMBASA,BISOLVON LINCTUS 200ML 
CHC-NP,BURHANI PHARMACY - MOMBASA,BRONCHICUM 6.64G/+ ELIX BTX1 XE
KE-CHC-5,BURHANI PHARMACY - MOMBASA,BUSCOPAN TABLETS BP 10mg * 50's
KE-REG-2,BURHANI PHARMACY - MOMBASA,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-REG-2,BURHANI PHARMACY - MOMBASA,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-CHC-5,BURHANI PHARMACY - MOMBASA,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-1,BURHANI PHARMACY - MOMBASA,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-REG-2,BURHANI PHARMACY - MOMBASA,EPILIM 12G/300ML SYR BTX1
KE-REG-2,BURHANI PHARMACY - MOMBASA,EPILIM 200MG TAB BL10X10
KE-REG-2,BURHANI PHARMACY - MOMBASA,EPILIM CHRONO 333-145MG T
KE-REG-2,BURHANI PHARMACY - MOMBASA,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
KE-G.MED-4_Others,BURHANI PHARMACY - MOMBASA,FLAGYL 400MG 100 TABS
KE-G.MED-4_Others,BURHANI PHARMACY - MOMBASA,FLAGYL SUSPENSION 100ML
KE-REG-2,BURHANI PHARMACY - MOMBASA,LANTUS 300IU/3ML.INJ.CRT5.S3.M36.XE
KE-REG-2,BURHANI PHARMACY - MOMBASA,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV_Others,BURHANI PHARMACY - MOMBASA,LANTUS VIAL 10MG 1
GEM-NP,BURHANI PHARMACY - MOMBASA,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,BURHANI PHARMACY - MOMBASA,Maalox 460mg/susp SC20 S3 M36 XE
CHC-NP,BURHANI PHARMACY - MOMBASA,MAALOX SUSPENSION 350ML (EXPORT)
KE-CHC-1,BURHANI PHARMACY - MOMBASA,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
KE-REG-2,BURHANI PHARMACY - MOMBASA,ORELOX 200MG 10CP
KE-G.MED-3_Others,BURHANI PHARMACY - MOMBASA,ORELOX 800MG/+ GRAN BTX1
KE-G.MED-1_Others,BURHANI PHARMACY - MOMBASA,PLAVIX 75MG TABCO BL2X14 M36 XE
CHC_OTC_Others,BURHANI PHARMACY - MOMBASA,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-5,BURHANI PHARMACY - MOMBASA,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-1,BURHANI PHARMACY - MOMBASA,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,BURHANI PHARMACY - MOMBASA,RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE
GEM-NP,BURHANI PHARMACY - MOMBASA,STILNOX 10MG TABCO BL1X14 S3 M48 XD
KE-G.MED-1_Others,BURHANI PHARMACY - MOMBASA,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1_Others,BURHANI PHARMACY - MOMBASA,TRITACE 5MG 28 TABS
KE-DCV-4,CANAAN PHARMACEUITICAL LTD,AMARYL 2MG 30 TABS
KE-DCV-4,CANAAN PHARMACEUITICAL LTD,AMARYL 4MG 30 TABS
KE-DCV-4,CANAAN PHARMACEUITICAL LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
CHC-NP,CANAAN PHARMACEUITICAL LTD,BISOLVON LINCTUS 200ML 
KE-CHC-8,CANAAN PHARMACEUITICAL LTD,BUSCOPAN TABLETS BP 10mg * 50's
KE-DCV-4,CANAAN PHARMACEUITICAL LTD,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-CHC-8,CANAAN PHARMACEUITICAL LTD,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-4,CANAAN PHARMACEUITICAL LTD,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-3-1,CANAAN PHARMACEUITICAL LTD,EPILIM 12G/300ML SYR BTX1
KE-G.MED-3-1,CANAAN PHARMACEUITICAL LTD,EPILIM 200MG TAB BL10X10
KE-G.MED-3-1,CANAAN PHARMACEUITICAL LTD,EPILIM CHRONO 333-145MG T
KE-G.MED-3-1,CANAAN PHARMACEUITICAL LTD,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
KE-G.MED-4-2,CANAAN PHARMACEUITICAL LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,CANAAN PHARMACEUITICAL LTD,FLAGYL SUSPENSION 100ML
GEM-NP,CANAAN PHARMACEUITICAL LTD,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,CANAAN PHARMACEUITICAL LTD,Maalox 460mg/susp SC20 S3 M36 XE
CHC-NP,CANAAN PHARMACEUITICAL LTD,MAALOX PLUS TABS EXPORT 10
KE-CHC-4,CANAAN PHARMACEUITICAL LTD,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
KE-G.MED-3-1,CANAAN PHARMACEUITICAL LTD,ORELOX 100MG TABCO BL1X10
KE-G.MED-3-1,CANAAN PHARMACEUITICAL LTD,ORELOX 200MG 10CP
KE-G.MED-3-1,CANAAN PHARMACEUITICAL LTD,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
KE-G.MED-3-1,CANAAN PHARMACEUITICAL LTD,ORELOX 800MG/+ GRAN BTX1
GEM-NP,CANAAN PHARMACEUITICAL LTD,RESONIUM A 453.7G/+ POWD BTX1 M60 XE
KE-CHC-8,CANAAN PHARMACEUITICAL LTD,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-8,CANAAN PHARMACEUITICAL LTD,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-4,CANAAN PHARMACEUITICAL LTD,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,CANAAN PHARMACEUITICAL LTD,STILNOX 10MG TABCO BL1X14 S3 M48 XD
KE-G.MED-1-4,CANAAN PHARMACEUITICAL LTD,"TRITACE 2,5MG  28 TABS"
CHC_OTC_Others,CANARY PHARMACY,BUSCOPAN TABLETS BP 10mg * 50's
CHC_OTC_Others,CANARY PHARMACY,DULCOLAX TABLETS 5mg * 30's SugarC
CHC_RX_Others,CANARY PHARMACY,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-4-2,CANARY PHARMACY,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4_Others,CANARY PHARMACY,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,CANARY PHARMACY,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,CANARY PHARMACY,FLEMING 500-125MG TABCO BL2X7 M24 EX
CHC-NP,CANARY PHARMACY,Maalox 460mg/susp SC20 S3 M36 XE
CHC-NP,CANARY PHARMACY,MAALOX PLUS TABS EXPORT 10
CHC_RX_Others,CANARY PHARMACY,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
KE-G.MED-3_Others,CANARY PHARMACY,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
CHC_OTC_Others,CANARY PHARMACY,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
CHC_OTC_Others,CANARY PHARMACY,RHINATHIOL 6.25G/+ SYR BT
CHC_RX_Others,CANARY PHARMACY,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
CHC_OTC_Others,CARE & CURE PHARMACY,BUSCOPAN TABLETS BP 10mg * 50's
KE-CHC-1,CARE & CURE PHARMACY,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
CHC-NP,CARE & CURE PHARMACY,ERCEFURYL 200MG CAP BL2X14
CHC-NP,CARE & CURE PHARMACY,ERCEFURYL 3.6G/90ML SOL BTX1 S2 EX
KE-REG-2,CARE & CURE PHARMACY,LANTUS SOLOSTAR 100IU/ML 3ML 5
CHC-NP,CARE & CURE PHARMACY,Maalox 460mg/susp SC20 S3 M36 XE
CHC-NP,CARE & CURE PHARMACY,MAALOX PLUS TABS EXPORT 10
GEM-NP,CARE & CURE PHARMACY,STILNOX 10MG TABCO BL1X14 S3 M48 XD
CHC_RX_Others,CARE AND CURE PHARMACY        ,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-4_Others,CARE AND CURE PHARMACY        ,FLAGYL 400MG 100 TABS
GEM-NP,CARE AND CURE PHARMACY        ,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC_RX_Others,CARE AND CURE PHARMACY        ,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-DCV-4,CARE CHEMIST LTD,AMARYL 1MG 30 TABS
KE-DCV-4,CARE CHEMIST LTD,AMARYL 2MG 30 TABS
KE-DCV-4,CARE CHEMIST LTD,AMARYL M SR 2MG 30'S
KE-DCV-4,CARE CHEMIST LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV_Others,CARE CHEMIST LTD,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-CHC-6,CARE CHEMIST LTD,BUSCOPAN AMPOULES 20mg/1ml * 5's 
KE-CHC-6,CARE CHEMIST LTD,BUSCOPAN TABLETS BP 10mg * 50's
KE-G.MED-1-3,CARE CHEMIST LTD,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,CARE CHEMIST LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,CARE CHEMIST LTD,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,CARE CHEMIST LTD,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-DCV-4,CARE CHEMIST LTD,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
GEM-NP,CARE CHEMIST LTD,CORDARONE 200MG TAB BL3X10 S3 M36 XD
